,NewsID,Category,SubCategory,cluster_hdbscan,proba
2885,62010,news,newsworld,6,1.0
2886,109465,news,newsworld,-1,0.0
2887,4023,news,newsopinion,10,0.8060086756243223
2888,44714,news,newspolitics,8,0.6743955993457237
2889,60517,news,newspolitics,8,0.7007364019970228
2890,8654,news,newsus,-1,0.0
2891,46812,news,newscrime,6,0.9603327696049946
2892,110692,news,newsus,6,1.0
2893,115892,news,newsgoodnews,9,0.9621374692692836
2894,33229,news,newsworld,-1,0.0
2895,117206,news,newsscienceandtechnology,-1,0.0
2896,124350,news,newsus,6,1.0
2897,103494,news,newsus,6,0.9524775925270108
2898,49671,news,newsworld,3,1.0
2899,47919,news,newspolitics,8,0.7244685575575702
2900,53682,news,newsus,-1,0.0
2901,20541,news,newsworld,3,1.0
2902,111664,news,newscrime,6,1.0
2903,126595,news,newsus,-1,0.0
2904,102569,news,newsus,-1,0.0
2905,85672,news,newspolitics,-1,0.0
2906,114637,news,newsus,11,1.0
2907,102856,news,newscrime,6,1.0
2908,1845,news,newsworld,3,0.5945618418194245
2909,9818,news,newsgoodnews,5,0.6353766905453203
2910,84132,news,newsus,2,1.0
2911,85670,news,newsus,-1,0.0
2912,59675,news,newsscienceandtechnology,-1,0.0
2913,15045,news,newsus,-1,0.0
2914,107901,news,newscrime,9,0.9621374692692836
2915,77537,news,newspolitics,8,1.0
2916,58005,news,newsus,-1,0.0
2917,125964,news,newsscienceandtechnology,-1,0.0
2918,90958,news,newspolitics,8,0.871374299945928
2919,9930,news,newsus,9,1.0
2920,27791,news,newsus,-1,0.0
2921,5107,news,newsus,6,1.0
2922,82349,news,newsus,3,0.6041797845306296
2923,68899,news,newsus,6,1.0
2924,70130,news,newsus,10,1.0
2925,60807,news,newsscienceandtechnology,4,1.0
2926,20225,news,newspolitics,1,0.4290453986515263
2927,56167,news,newscrime,6,1.0
2928,17458,news,newsus,6,0.8519827362427015
2929,67446,news,newspolitics,8,0.7928880989491794
2930,19316,news,newsus,11,1.0
2931,47628,news,newscrime,-1,0.0
2932,43287,news,newsus,10,0.8759063006078186
2933,122480,news,newsus,6,1.0
2934,29597,news,newsworld,6,1.0
2935,45413,news,newsus,-1,0.0
2936,111793,news,newsoffbeat,9,0.9621374692692836
2937,56015,news,newscrime,6,1.0
2938,82802,news,newscrime,6,1.0
2939,26161,news,newsworld,3,0.5945618418194245
2940,89277,news,newsworld,3,1.0
2941,32248,news,newsscience,0,1.0
2942,50201,news,newscrime,5,0.8923929125071287
2943,38500,news,newscrime,6,1.0
2944,66149,news,newspolitics,8,0.6756057339221946
2945,31043,news,newsus,5,0.6714330105856621
2946,121387,news,newsworld,3,1.0
2947,128016,news,newscrime,6,0.8655405567481549
2948,119260,news,newsus,6,1.0
2949,98948,news,newsus,-1,0.0
2950,14701,news,newsscienceandtechnology,4,0.6977527225976362
2951,26005,news,newsus,-1,0.0
2952,44332,news,newsworld,3,1.0
2953,2026,news,newsus,-1,0.0
2954,25811,news,newscrime,6,1.0
2955,29502,news,newscrime,6,1.0
2956,101886,news,newsworld,3,0.5945618418194245
2957,7544,news,newsus,8,1.0
2958,87008,news,newsus,6,1.0
2959,110069,news,newspolitics,1,1.0
2960,101809,news,newsus,11,1.0
2961,81309,news,newsus,-1,0.0
2962,70157,news,newsus,8,0.9407615631949412
2963,85959,news,newsopinion,3,1.0
2964,129027,news,newsus,5,0.9380164819261574
2965,24283,news,newsus,11,1.0
2966,97269,news,newscrime,6,1.0
2967,80418,news,newsus,-1,0.0
2968,99138,news,newsopinion,10,0.8136529782043272
2969,94528,news,newsus,6,1.0
2970,38443,news,causes-environment,3,1.0
2971,7926,news,newsus,11,1.0
2972,129046,news,newspolitics,10,0.8136529782043272
2973,47080,news,newsus,6,1.0
2974,70016,news,newsus,-1,0.0
2975,59412,news,newsworld,3,0.4957124874318269
2976,57249,news,newscrime,6,0.9013770337641712
2977,31494,news,newsus,-1,0.0
2978,93345,news,newsus,6,0.8902363826259939
2979,121353,news,newsoffbeat,2,1.0
2980,72157,news,newsus,-1,0.0
2981,23459,news,newsworld,-1,0.0
2982,13460,news,newsus,4,0.6977527225976362
2983,14933,news,newscrime,6,1.0
2984,86006,news,newspolitics,8,1.0
2985,78996,news,newsworld,-1,0.0
2986,102265,news,newsus,2,1.0
2987,17225,news,newsphotos,-1,0.0
2988,89256,news,newspolitics,1,1.0
2989,384,news,newsus,5,0.906462811481971
2990,17459,news,newsus,-1,0.0
2991,102237,news,newscrime,6,1.0
2992,47736,news,newscrime,6,1.0
2993,80704,news,newsus,5,1.0
2994,42495,news,newsus,3,0.7003593960877617
2995,64055,news,newscrime,6,0.8413789590989176
2996,125197,news,newsus,5,0.706047620642138
2997,69965,news,newsus,-1,0.0
2998,81079,news,elections-2020-us,8,0.8899187286780605
2999,107906,news,newscrime,6,0.8987658507757323
3000,110582,news,newsworld,3,0.8542064953455928
3001,83211,news,newsgoodnews,5,1.0
3002,36945,news,newsus,6,1.0
3003,19909,news,newspolitics,8,0.7517548603562217
3004,44546,news,newsscienceandtechnology,4,1.0
3005,41438,news,newspolitics,-1,0.0
3006,440,news,newspolitics,8,1.0
3007,37273,news,newscrime,-1,0.0
3008,22993,news,newsoffbeat,9,1.0
3009,120427,news,newsworld,3,0.5945618418194245
3010,31787,news,newsopinion,8,0.6952675096765025
3011,4209,news,newsus,-1,0.0
3012,89727,news,newsscienceandtechnology,10,0.8060086756243223
3013,85587,news,newscrime,6,1.0
3014,86525,news,newsus,-1,0.0
3015,24464,news,newspolitics,-1,0.0
3016,54343,news,newsopinion,-1,0.0
3017,87395,news,newsworld,3,0.6837574902665118
3018,36082,news,newscrime,6,0.9181734650252038
3019,1946,news,newsworld,10,1.0
3020,497,news,newsus,6,1.0
3021,63459,news,newspolitics,8,1.0
3022,53364,news,newsus,6,1.0
3023,115778,news,newspolitics,8,0.8260525639912144
3024,119628,news,newscrime,6,1.0
3025,13052,news,newsus,6,0.8891933085192156
3026,120489,news,newscrime,6,0.876194733533632
3027,1260,news,newspolitics,8,0.6981988770154545
3028,3482,news,newsus,10,1.0
3029,24704,news,newscrime,6,1.0
3030,66035,news,newscrime,6,1.0
3031,11543,news,newsworld,3,0.3858300410445659
3032,117934,news,newsus,-1,0.0
3033,18699,news,newsworld,3,0.9068454846176518
3034,34546,news,newspolitics,8,0.9877188727980796
3035,27131,news,newsus,6,1.0
3036,45316,news,newsus,2,1.0
3037,18251,news,newsus,6,1.0
3038,121185,news,newsbusiness,10,0.8060086756243223
3039,3395,news,newsworld,-1,0.0
3040,4422,news,newscrime,6,0.9696764559974046
3041,233,news,newsus,6,1.0
3042,51853,news,newscrime,6,1.0
3043,13991,news,newscrime,6,1.0
3044,84357,news,newscrime,6,0.9654923820298849
3045,22738,news,newsscienceandtechnology,4,1.0
3046,32369,news,newsworld,3,0.8899425265879868
3047,34347,news,newsus,4,1.0
3048,91741,news,newsworld,-1,0.0
3049,66795,news,newsus,10,0.9783148827932694
3050,1849,news,newscrime,6,1.0
3051,120595,news,newscrime,6,1.0
3052,10668,news,newsus,5,0.7716086895908567
3053,6504,news,newspolitics,3,1.0
3054,111189,news,newscrime,6,0.9779125198129536
3055,80532,news,newsus,8,0.6756057339221946
3056,46137,news,newscrime,6,0.9833555281948088
3057,18342,news,newsus,11,1.0
3058,46825,news,newsus,5,1.0
3059,37065,news,newspolitics,8,0.9877188727980796
3060,128007,news,newspolitics,8,0.7159295658623939
3061,2634,news,newsworld,6,1.0
3062,98193,news,newsus,9,0.9676804772764008
3063,1859,news,newsus,5,0.4825030177718251
3064,10335,news,newsus,6,0.9151124408454888
3065,36884,news,newscrime,-1,0.0
3066,41521,news,newspolitics,-1,0.0
3067,112204,news,newsscienceandtechnology,4,1.0
3068,122796,news,newsus,6,1.0
3069,117366,news,newsoffbeat,5,0.7222324818776535
3070,66316,news,newsus,-1,0.0
3071,90365,news,newscrime,-1,0.0
3072,71108,news,newsus,6,1.0
3073,74926,news,newsus,6,0.8325505518877189
3074,70265,news,newsus,6,1.0
3075,3533,news,newsgoodnews,5,0.6869939154565599
3076,12494,news,newsus,3,0.9335127174953958
3077,6359,news,newspolitics,4,0.6977527225976362
3078,74975,news,newsus,-1,0.0
3079,61396,news,newspolitics,8,0.7602518203475325
3080,32008,news,newsworld,3,0.931412350981734
3081,47184,news,newsworld,3,0.5945618418194245
3082,53848,news,newscrime,6,1.0
3083,47517,news,newspolitics,8,0.7958883431727601
3084,123287,news,newsus,6,0.9714293512524452
3085,23515,news,newsus,6,1.0
3086,57296,news,newscrime,6,1.0
3087,36243,news,newspolitics,8,1.0
3088,53722,news,newspolitics,1,0.7447838305709555
3089,8407,news,newscrime,6,1.0
3090,118563,news,newscrime,6,1.0
3091,21239,news,newsus,8,0.7458955119316035
3092,110731,news,newsus,4,1.0
3093,46961,news,newscrime,6,1.0
3094,105028,news,newsus,6,0.9998587591988064
3095,113089,news,newsworld,6,0.9604994745891942
3096,28159,news,newscrime,-1,0.0
3097,91156,news,newsworld,0,1.0
3098,63572,news,newscrime,6,1.0
3099,90746,news,newsworld,-1,0.0
3100,51802,news,newscrime,9,1.0
3101,104639,news,newsoffbeat,6,1.0
3102,110527,news,newsus,5,0.9238968865626586
3103,63896,news,newsus,2,0.6272647779895684
3104,117649,news,newscrime,6,1.0
3105,103524,news,newspolitics,1,1.0
3106,120442,news,newsus,5,0.7093750398796861
3107,110119,news,newsus,6,1.0
3108,81173,news,newscrime,9,0.9621374692692836
3109,65919,news,newsphotos,10,1.0
3110,5063,news,newscrime,6,1.0
3111,83616,news,newscrime,6,0.976833119249878
3112,70664,news,newsworld,3,1.0
3113,38150,news,newsworld,-1,0.0
3114,42416,news,newsus,-1,0.0
3115,113632,news,newsus,5,1.0
3116,126308,news,newscrime,6,1.0
3117,18804,news,newsworld,9,1.0
3118,85287,news,newsus,8,0.7865572893415039
3119,118727,news,newsus,-1,0.0
3120,59828,news,newscrime,6,1.0
3121,129439,news,newsus,-1,0.0
3122,23720,news,newsus,3,0.9335127174953958
3123,92778,news,newsus,-1,0.0
3124,65546,news,newspolitics,8,0.9788601144189806
3125,127664,news,newscrime,-1,0.0
3126,76660,news,newsus,5,0.9585271962437878
3127,9841,news,newsus,4,1.0
3128,25257,news,newsgoodnews,10,0.8198193911534882
3129,24582,news,newsus,-1,0.0
3130,12179,news,newspolitics,10,0.8759063006078186
3131,115688,news,newsscienceandtechnology,6,1.0
3132,57554,news,newsus,8,0.983256262826502
3133,117780,news,newscrime,6,1.0
3134,92733,news,newsus,0,1.0
3135,121443,news,newsus,-1,0.0
3136,3938,news,newscrime,6,1.0
3137,42105,news,newsus,-1,0.0
3138,70981,news,newsoffbeat,10,1.0
3139,66346,news,newsworld,3,1.0
3140,107930,news,newsworld,3,0.5945618418194245
3141,66297,news,newsscienceandtechnology,4,1.0
3142,100967,news,newsus,10,0.8136529782043272
3143,17813,news,newsus,11,1.0
3144,6706,news,newspolitics,8,0.7944376851493473
3145,5184,news,newsworld,5,0.9045710673923246
3146,107054,news,newspolitics,10,0.9783148827932694
3147,124087,news,newsus,-1,0.0
3148,45157,news,newscrime,5,0.945990987105258
3149,76331,news,newsus,8,0.9877188727980796
3150,4461,news,newsus,6,1.0
3151,43667,news,newsus,6,1.0
3152,121461,news,newspolitics,8,0.7366050044316197
3153,69467,news,newsscienceandtechnology,4,1.0
3154,6828,news,newscrime,6,0.8493235854400735
3155,122271,news,newsus,10,0.8759063006078186
3156,15134,news,newsus,-1,0.0
3157,21475,news,newsus,-1,0.0
3158,69917,news,newsworld,3,1.0
3159,86373,news,newsus,5,0.8213038911707952
3160,20243,news,newsus,5,0.536922443659724
3161,31215,news,newscrime,6,0.8473287456317402
3162,72590,news,newsfactcheck,-1,0.0
3163,121122,news,newsworld,10,1.0
3164,3418,news,newscrime,6,1.0
3165,80588,news,newspolitics,8,0.7856848776437669
3166,32577,news,newspolitics,-1,0.0
3167,70927,news,newsus,11,1.0
3168,71645,news,newsoffbeat,5,0.6118042238638471
3169,90402,news,newsus,6,0.9533203223093648
3170,54994,news,newspolitics,-1,0.0
3171,14278,news,newsopinion,8,0.7780494536675668
3172,43468,news,newsscienceandtechnology,0,1.0
3173,101172,news,newscrime,0,1.0
3174,89919,news,newsus,6,1.0
3175,7373,news,newsus,10,0.8060086756243223
3176,70540,news,newsopinion,8,1.0
3177,121845,news,newsus,2,0.9684250278199596
3178,64057,news,newsus,10,0.9747844417920248
3179,107280,news,newsscienceandtechnology,4,1.0
3180,124254,news,newspolitics,8,0.9240457068206388
3181,45663,news,newsopinion,8,0.6887384760090904
3182,20471,news,newscrime,6,1.0
3183,125571,news,newspolitics,8,0.8818212733602524
3184,4736,news,newspolitics,8,1.0
3185,118730,news,newscrime,-1,0.0
3186,28393,news,newsus,-1,0.0
3187,99765,news,newsus,-1,0.0
3188,26572,news,newsus,6,1.0
3189,36540,news,newsus,5,1.0
3190,115219,news,newsscienceandtechnology,-1,0.0
3191,98240,news,newsworld,3,1.0
3192,67552,news,newsus,6,1.0
3193,12205,news,newspolitics,3,0.5697651900535632
3194,33998,news,newsscienceandtechnology,10,0.8060086756243223
3195,63468,news,newsworld,3,0.5945618418194245
3196,36377,news,newscrime,6,1.0
3197,64243,news,newscrime,9,0.9621374692692836
3198,120440,news,newsus,4,1.0
3199,36560,news,newsus,6,1.0
3200,38454,news,newsus,6,1.0
3201,50938,news,newsworld,5,0.7439818843569161
3202,89707,news,newscrime,6,1.0
3203,28630,news,newspolitics,8,0.7147705363423654
3204,95117,news,newscrime,6,1.0
3205,75375,news,newspolitics,8,0.828607004719431
3206,106408,news,newspolitics,8,0.8378638730090399
3207,34479,news,newspolitics,4,0.6977527225976362
3208,110376,news,newsus,6,1.0
3209,48133,news,newsworld,3,0.5945618418194245
3210,3625,news,newsus,5,0.677750185843885
3211,61298,news,newsus,-1,0.0
3212,12872,news,newsgoodnews,5,1.0
3213,53109,news,newsworld,-1,0.0
3214,86768,news,newsscienceandtechnology,4,1.0
3215,12566,news,newsus,-1,0.0
3216,100457,news,newsus,5,0.9585271962437878
3217,57250,news,newsworld,1,1.0
3218,61610,news,newscrime,6,1.0
3219,61447,news,newscrime,6,1.0
3220,7510,news,newsscienceandtechnology,4,0.8043003679161373
3221,43489,news,newsus,6,0.9954658660947364
3222,108437,news,newscrime,6,1.0
3223,122189,news,newsus,-1,0.0
3224,130044,news,newsscienceandtechnology,0,1.0
3225,21244,news,newspolitics,10,0.8136529782043272
3226,30332,news,newspolitics,1,0.5781229105025767
3227,102521,news,newspolitics,8,0.8866191604490936
3228,38617,news,newsus,-1,0.0
3229,31698,news,newsus,10,1.0
3230,33950,news,newsus,-1,0.0
3231,79683,news,newsscienceandtechnology,-1,0.0
3232,47534,news,newscrime,-1,0.0
3233,347,news,newsworld,3,0.8289858442568079
3234,97784,news,newsworld,3,1.0
3235,91362,news,newsus,5,1.0
3236,30221,news,newsus,10,1.0
3237,14274,news,newsus,11,1.0
3238,42927,news,newsus,-1,0.0
3239,106878,news,newsus,7,1.0
3240,102156,news,newspolitics,8,1.0
3241,47536,news,newsus,11,0.9051430365529868
3242,56986,news,newscrime,6,1.0
3243,123563,news,newsworld,3,1.0
3244,15466,news,newspolitics,8,1.0
3245,112988,news,newspolitics,8,0.9877188727980796
3246,34441,news,newsus,11,0.956056739003682
3247,60299,news,newsoffbeat,6,0.9564420781283226
3248,125830,news,newsopinion,8,1.0
3249,79345,news,newscrime,6,1.0
3250,62827,news,newsworld,6,1.0
3251,25687,news,newsus,10,0.8136529782043272
3252,7011,news,newsscienceandtechnology,4,0.9377371011315296
3253,46954,news,newspolitics,-1,0.0
3254,28904,news,newscrime,5,0.9983760015013092
3255,44432,news,newspolitics,8,0.9627632909363876
3256,34500,news,newsus,-1,0.0
3257,31938,news,newsus,5,0.8100154814260491
3258,92707,news,newsus,6,1.0
3259,119502,news,newscrime,6,1.0
3260,77543,news,newscrime,6,1.0
3261,1857,news,newspolitics,-1,0.0
3262,122827,news,newsworld,-1,0.0
3263,8818,news,newsus,7,1.0
3264,42341,news,newsus,6,1.0
3265,54830,news,newsus,7,1.0
3266,39143,news,newspolitics,8,0.8240475993608147
3267,97224,news,newspolitics,8,0.9067300178282788
3268,16044,news,newsus,2,1.0
3269,127968,news,newspolitics,8,0.7119515796235092
3270,10135,news,newsus,-1,0.0
3271,60143,news,newsus,-1,0.0
3272,9699,news,newscrime,-1,0.0
3273,35514,news,newspolitics,8,0.7926334476881994
3274,126529,news,newsus,-1,0.0
3275,60193,news,newsoffbeat,9,1.0
3276,6321,news,newsus,6,0.83706058886398
3277,82530,news,newsworld,5,0.570826501065
3278,29262,news,newspolitics,8,0.935069012035525
3279,103911,news,newsscienceandtechnology,4,1.0
3280,28319,news,newsus,11,1.0
3281,22876,news,newspolitics,8,0.7575949684245437
3282,1372,news,newsus,4,1.0
3283,70977,news,newscrime,9,0.9621374692692836
3284,5296,news,newsus,7,1.0
3285,83592,news,newsus,5,0.6837365039821327
3286,52666,news,newsworld,3,0.7675287144434378
3287,67911,news,newspolitics,8,0.7262661324126736
3288,20848,news,newsoffbeat,10,0.8725974979051019
3289,54040,news,newsus,11,1.0
3290,54024,news,newsscienceandtechnology,4,1.0
3291,75497,news,newscrime,6,1.0
3292,55428,news,newspolitics,8,0.8260525639912144
3293,100431,news,newsus,-1,0.0
3294,71202,news,newsworld,3,1.0
3295,58909,news,newscrime,6,1.0
3296,33754,news,newscrime,6,1.0
3297,62870,news,newsus,6,1.0
3298,4981,news,newspolitics,8,1.0
3299,19761,news,newsus,6,0.9301436685879896
3300,129931,news,newsus,5,0.8000058064006315
3301,79646,news,newsscienceandtechnology,8,0.6756057339221946
3302,83529,news,newsopinion,8,1.0
3303,8447,news,newscrime,6,0.866950538117537
3304,62900,news,newsfactcheck,3,0.7103649689010533
3305,29816,news,newsscienceandtechnology,4,1.0
3306,10737,news,newsus,3,0.4271594269417252
3307,82208,news,newspolitics,8,0.9245536126095728
3308,105008,news,newsgoodnews,5,0.9099660707859276
3309,19428,news,newsus,-1,0.0
3310,101785,news,newsus,-1,0.0
3311,14005,news,newsworld,3,0.4685590538164249
3312,58029,news,newsscienceandtechnology,0,1.0
3313,58500,news,newsscienceandtechnology,10,1.0
3314,15059,news,newscrime,6,1.0
3315,72808,news,newsus,11,1.0
3316,104543,news,newsus,-1,0.0
3317,95861,news,newsus,11,0.956056739003682
3318,42812,news,newscrime,6,1.0
3319,12766,news,newsus,10,0.7965966648277479
3320,112985,news,newsworld,3,1.0
3321,84462,news,newsus,5,0.5864908990758969
3322,104076,news,newsus,5,1.0
3323,69889,news,newsus,6,1.0
3324,56069,news,newsus,5,0.5312372084332395
3325,101587,news,newsus,5,0.7915509854353482
3326,17565,news,newsgoodnews,5,0.686830346485359
3327,30437,news,newsus,6,0.9502947318375312
3328,15033,news,newscrime,6,1.0
3329,11022,news,newsus,6,1.0
3330,110464,news,newsus,1,0.9919313123841896
3331,114996,news,newsus,10,1.0
3332,110068,news,newspolitics,-1,0.0
3333,45120,news,newscrime,6,1.0
3334,53217,news,newsus,11,1.0
3335,33509,news,newscrime,6,1.0
3336,104429,news,newsworld,-1,0.0
3337,44547,news,newsus,6,1.0
3338,116975,news,newscrime,6,1.0
3339,77279,news,newspolitics,8,0.982642738468508
3340,111794,news,newsworld,3,1.0
3341,112618,news,newspolitics,8,0.8260525639912144
3342,113848,news,newspolitics,8,0.8194771417735354
3343,108552,news,newsus,6,1.0
3344,30753,news,newsworld,3,0.6774002676562166
3345,119776,news,newscrime,6,1.0
3346,112003,news,newscrime,6,1.0
3347,73194,news,newspolitics,8,0.7516141367845702
3348,96680,news,newspolitics,3,1.0
3349,50074,news,newsworld,8,0.6756057339221946
3350,114150,news,newsus,6,1.0
3351,5985,news,newsus,-1,0.0
3352,8260,news,newsus,6,1.0
3353,98704,news,newscrime,6,1.0
3354,101223,news,newscrime,6,1.0
3355,116400,news,newspolitics,-1,0.0
3356,73118,news,newsus,11,1.0
3357,84021,news,newsus,0,1.0
3358,124173,news,newsus,5,0.662015155869188
3359,9686,news,newsworld,3,0.6721446405956596
3360,47373,news,newsus,9,1.0
3361,45787,news,newsus,6,1.0
3362,95440,news,newsscienceandtechnology,9,1.0
3363,124234,news,newsus,-1,0.0
3364,64467,news,newsus,-1,0.0
3365,83574,news,newsus,-1,0.0
3366,118033,news,newsopinion,8,0.9620970041168164
3367,52902,news,newsus,-1,0.0
3368,64563,news,newsworld,-1,0.0
3369,12417,news,newsus,10,0.8069868793279799
3370,88543,news,newscrime,6,1.0
3371,8612,news,newspolitics,8,0.9712450464281268
3372,53318,news,newspolitics,8,0.982642738468508
3373,43829,news,newsus,-1,0.0
3374,119531,news,newsus,11,1.0
3375,63519,news,newscrime,6,0.9200271102301466
3376,121069,news,newscrime,6,1.0
3377,114253,news,newsus,6,1.0
3378,39729,news,newsgoodnews,4,1.0
3379,47405,news,newsus,6,1.0
3380,10976,news,newsworld,6,1.0
3381,25070,news,newsus,-1,0.0
3382,5260,news,newspolitics,8,0.9877188727980796
3383,21200,news,newspolitics,1,0.569104471437306
3384,1052,news,newsus,-1,0.0
3385,60849,news,newscrime,6,1.0
3386,29866,news,newspolitics,8,1.0
3387,123263,news,newsus,6,1.0
3388,40166,news,newsgoodnews,5,0.8335472868074438
3389,100401,news,newsscienceandtechnology,4,0.8125715989284702
3390,126441,news,newsus,6,1.0
3391,34646,news,newscrime,-1,0.0
3392,12496,news,newscrime,6,1.0
3393,46580,news,newspolitics,8,0.7193221169008662
3394,8431,news,newspolitics,8,0.903146917057754
3395,6638,news,newspolitics,8,1.0
3396,14615,news,newsus,8,0.9652596848576406
3397,71244,news,newspolitics,8,0.7480635804199874
3398,4965,news,newsworld,3,0.6686527089794411
3399,44135,news,newsworld,3,0.5342332528023704
3400,121530,news,newsopinion,8,1.0
3401,100751,news,newsus,-1,0.0
3402,123775,news,newscrime,6,0.8655405567481549
3403,110006,news,newsscienceandtechnology,-1,0.0
3404,49391,news,newsus,-1,0.0
3405,91779,news,newscrime,6,1.0
3406,108803,news,newscrime,6,1.0
3407,22336,news,newspolitics,8,1.0
3408,1567,news,newspolitics,8,0.9214532336353252
3409,106719,news,newspolitics,8,0.8321858685430059
3410,130292,news,newsus,-1,0.0
3411,5650,news,newscrime,6,1.0
3412,63919,news,newscrime,6,0.8655405567481549
3413,78935,news,newsworld,3,0.8584169430641219
3414,16893,news,newsscienceandtechnology,-1,0.0
3415,109203,news,newsus,6,1.0
3416,18467,news,newscrime,6,1.0
3417,98782,news,newscrime,6,1.0
3418,92048,news,newsworld,3,1.0
3419,90692,news,newstvmedia,5,0.7794946107506827
3420,74350,news,newsus,-1,0.0
3421,112625,news,newspolitics,8,0.8050925110326441
3422,109682,news,newsus,-1,0.0
3423,66802,news,newsworld,3,1.0
3424,12928,news,newspolitics,1,0.9919313123841896
3425,8616,news,newsus,8,0.8260525639912144
3426,22039,news,newspolitics,10,0.8759063006078186
3427,52357,news,newsus,-1,0.0
3428,87131,news,newspolitics,1,0.5781229105025767
3429,84691,news,newsopinion,3,0.953041379497214
3430,100765,news,newsworld,3,0.5945618418194245
3431,66813,news,newsus,7,1.0
3432,110588,news,newsus,-1,0.0
3433,89587,news,newsus,-1,0.0
3434,53624,news,newsus,-1,0.0
3435,41551,news,newscrime,-1,0.0
3436,6350,news,newscrime,-1,0.0
3437,36665,news,newspolitics,8,0.7915128040786416
3438,12787,news,newsworld,5,0.6060405984678271
3439,67840,news,newscrime,6,1.0
3440,88742,news,newsus,10,0.8759063006078186
3441,43742,news,newspolitics,8,0.6914434401208255
3442,23078,news,newspolitics,8,0.7400137975445844
3443,44150,news,newsus,-1,0.0
3444,27450,news,newspolitics,8,1.0
3445,24432,news,newsus,8,0.838685776918124
3446,87818,news,newsus,9,0.9464899826326456
3447,15553,news,newsus,-1,0.0
3448,48001,news,newsus,-1,0.0
3449,11764,news,newsus,-1,0.0
3450,19413,news,newsus,10,0.8136529782043272
3451,88407,news,newsus,3,0.9335127174953958
3452,17672,news,newspolitics,1,1.0
3453,31001,news,newsus,6,1.0
3454,118376,news,newsus,9,0.8635347157552724
3455,105057,news,newsus,4,1.0
3456,122279,news,newsus,4,1.0
3457,59266,news,newsscienceandtechnology,-1,0.0
3458,117516,news,newsus,8,0.6756057339221946
3459,96842,news,newsworld,-1,0.0
3460,110831,news,newscrime,5,1.0
3461,39431,news,newspolitics,8,1.0
3462,125820,news,newspolitics,8,0.923804452120638
3463,80833,news,newspolitics,8,1.0
3464,63222,news,newscrime,6,0.9880028106288976
3465,47804,news,newspolitics,-1,0.0
3466,27196,news,newscrime,5,1.0
3467,124190,news,newsus,6,1.0
3468,128378,news,newsus,-1,0.0
3469,35687,news,newspolitics,8,1.0
3470,104081,news,newspolitics,8,0.7811750469713283
3471,35122,news,newsworld,11,0.9901852625373064
3472,56054,news,newsworld,3,0.7003593960877617
3473,56698,news,newsus,6,1.0
3474,129772,news,newsus,10,0.9783148827932694
3475,108089,news,newsus,6,1.0
3476,89243,news,newsus,6,0.951884955564377
3477,29523,news,newsus,10,0.9326959956821006
3478,103974,news,newsscienceandtechnology,4,1.0
3479,99987,news,newsus,-1,0.0
3480,28598,news,newsus,10,0.8060086756243223
3481,94641,news,newsscienceandtechnology,6,1.0
3482,106592,news,newsscienceandtechnology,5,0.5764502117428908
3483,54526,news,newsus,-1,0.0
3484,74221,news,newsus,6,1.0
3485,96405,news,newsus,6,1.0
3486,68685,news,newsus,-1,0.0
3487,71799,news,newscrime,6,0.8655405567481549
3488,16127,news,newsworld,6,1.0
3489,29004,news,newsoffbeat,5,0.8789821062783802
3490,41663,news,newsworld,3,0.5945618418194245
3491,72852,news,newsus,5,0.9585271962437878
3492,26576,news,newspolitics,1,1.0
3493,59075,news,newspolitics,-1,0.0
3494,121517,news,newsus,11,1.0
3495,24603,news,newsscienceandtechnology,-1,0.0
3496,121929,news,newsscienceandtechnology,-1,0.0
3497,45031,news,newsus,6,1.0
3498,39135,news,newspolitics,-1,0.0
3499,41043,news,newspolitics,8,0.9322409945393222
3500,76658,news,newsus,7,1.0
3501,3926,news,newsus,5,0.6234164156176012
3502,26613,news,newsworld,1,0.4004485831551182
3503,64384,news,newspolitics,8,1.0
3504,52806,news,newspolitics,1,1.0
3505,77353,news,newspolitics,-1,0.0
3506,26459,news,newspolitics,1,0.7030027657649603
3507,126870,news,newsus,10,0.8044519583822833
3508,91203,news,newsus,6,1.0
3509,127865,news,newsworld,3,0.5945618418194245
3510,116296,news,newsoffbeat,10,1.0
3511,14174,news,newsus,9,0.8311816962791514
3512,13607,news,newscrime,6,1.0
3513,83664,news,newsus,6,0.988859737502994
3514,76183,news,newsus,0,1.0
3515,50872,news,newsoffbeat,10,0.9708543996663556
3516,111200,news,newsus,-1,0.0
3517,103051,news,newsoffbeat,10,0.888347186121917
3518,70295,news,newsus,6,1.0
3519,14835,news,newsscienceandtechnology,0,1.0
3520,10296,news,newsus,9,1.0
3521,8822,news,newsworld,-1,0.0
3522,21079,news,newsus,-1,0.0
3523,67267,news,newsus,-1,0.0
3524,120006,news,newsoffbeat,5,1.0
3525,73241,news,newsus,6,1.0
3526,83569,news,newsus,10,1.0
3527,93334,news,newsus,-1,0.0
3528,96533,news,newsworld,9,0.9621374692692836
3529,36570,news,newscrime,6,1.0
3530,495,news,newsscienceandtechnology,-1,0.0
3531,77239,news,newspolitics,8,1.0
3532,59641,news,newsus,10,0.9782597221902344
3533,22029,news,newscrime,-1,0.0
3534,43252,news,newsopinion,8,0.9144896939943196
3535,126806,news,newsworld,3,1.0
3536,85314,news,newsus,3,0.747215083859709
3537,68716,news,newsus,9,0.9146532426704196
3538,58407,news,newsworld,3,0.5945618418194245
